date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:35:42	112/112	---M-Z	200	added ('OK')	text/plain	date:Wed,%2007%20Aug%202024%2005:05:43%20GMT	https://shivamholidays.in/robots.txt		(from )
10:35:43	210333/210333	---MCZ	200	added ('OK')	text/html	date:Wed,%2007%20Aug%202024%2005:05:43%20GMT	https://shivamholidays.in/	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/jeeva/shivamholidays.in/index.html	(from )
10:35:43	950/950	---MC-	200	added ('OK')	text/javascript	date:Wed,%2007%20Aug%202024%2005:05:46%20GMT	https://www.google.com/recaptcha/api.js?onload=renderGoogleInvisibleRecaptchaFront&render=explicit	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/jeeva/www.google.com/recaptcha/api35fc.js	(from https://shivamholidays.in/)
10:35:43	112419/112419	---M-Z	200	added ('OK')	text/css	etag:%221b723-66a03f7e-fc16481360ea5953;gz%22	https://shivamholidays.in/wp-includes/css/dist/block-library/style.min.css?ver=6.6.1	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/jeeva/shivamholidays.in/wp-includes/css/dist/block-library/style.minb6a4.css	(from https://shivamholidays.in/)
10:35:44	2731/2731	---M-Z	200	added ('OK')	text/css	etag:%22aab-6549ff44-582eb64800173046;gz%22	https://shivamholidays.in/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.6.4	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/jeeva/shivamholidays.in/wp-content/plugins/contact-form-7/includes/css/styles77e1.css	(from https://shivamholidays.in/)
10:35:44	68975/68975	---M-Z	200	added ('OK')	text/css	etag:%2210d6f-6549ff44-e25a83c6ee81fb29;gz%22	https://shivamholidays.in/wp-content/plugins/designthemes-core-features/shortcodes/css/animations.css?ver=6.6.1	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/jeeva/shivamholidays.in/wp-content/plugins/designthemes-core-features/shortcodes/css/animationsb6a4.css	(from https://shivamholidays.in/)
10:35:44	269145/269145	---M-Z	200	added ('OK')	text/css	etag:%2241b59-6549ff44-963ab564901fda2b;gz%22	https://shivamholidays.in/wp-content/plugins/designthemes-core-features/shortcodes/css/shortcodes.css?ver=6.6.1	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/jeeva/shivamholidays.in/wp-content/plugins/designthemes-core-features/shortcodes/css/shortcodesb6a4.css	(from https://shivamholidays.in/)
10:35:45	1077/1077	---M-Z	200	added ('OK')	application/rss+xml	etag:%227e0774dc98fe90c64c6e164f8f2f32c9%22	https://shivamholidays.in/feed/	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/jeeva/shivamholidays.in/feed/index.html	(from https://shivamholidays.in/)
10:35:45	31023/31023	---M-Z	200	added ('OK')	text/css	etag:%22792f-6549ff44-57b6b58c6e9cc42;gz%22	https://shivamholidays.in/wp-content/plugins/wp-whatsapp-chat/build/frontend/css/style.css?ver=6.2.2	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/jeeva/shivamholidays.in/wp-content/plugins/wp-whatsapp-chat/build/frontend/css/style3781.css	(from https://shivamholidays.in/)
10:35:45	9699/9699	---M-Z	200	added ('OK')	text/css	etag:%2225e3-6549ff44-8e74e172c61de6f3;gz%22	https://shivamholidays.in/wp-content/plugins/sticky-popup/css/sticky-popup.css?ver=1.2	C:/Users/dayan/Downloads/jeeva%20and%20mansoor/jeeva/shivamholidays.in/wp-content/plugins/sticky-popup/css/sticky-popup62ea.css	(from https://shivamholidays.in/)
